date,kashima-antlers,jef-united,urawa-red-diamonds,tokyo-verdy,yokohama-fa-marinos,yokohama-flugels,shimizu-s-pulse,nagoya-grampus-eight,gamba-osaka,sanfrecce-hiroshima,kashiwa-reysol,shonan-bellmare,jubilo-iwata,consadole-sapporo,vissel-kobe,cerezo-osaka,kawasaki-frontale,fc-tokyo,avispa-fukuoka,kyoto-sanga,omiya-ardija,ventforet-kofu,montedio-yamagata,oita-trinita,sagan-tosu,yokohama-fc,tokushima-vortis,matsumoto-yamaga,v-varen-nagasaki,vegalta-sendai,albirex-niigata
2019-02-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2019-02-23,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2019-02-24,14,14,6,14,1,14,6,1,14,6,14,1,6,14,14,1,6,6,14,14,14,14,14,1,14,14,14,6,14,6,14
2019-02-25,14,14,6,14,1,14,6,1,14,6,14,1,6,14,14,1,6,6,14,14,14,14,14,1,14,14,14,6,14,6,14
2019-02-26,14,14,6,14,1,14,6,1,14,6,14,1,6,14,14,1,6,6,14,14,14,14,14,1,14,14,14,6,14,6,14
2019-02-27,14,14,6,14,1,14,6,1,14,6,14,1,6,14,14,1,6,6,14,14,14,14,14,1,14,14,14,6,14,6,14
2019-02-28,14,14,6,14,1,14,6,1,14,6,14,1,6,14,14,1,6,6,14,14,14,14,14,1,14,14,14,6,14,6,14
2019-03-01,14,14,6,14,1,14,6,1,14,6,14,1,6,14,14,1,6,6,14,14,14,14,14,1,14,14,14,6,14,6,14
2019-03-02,9,15,9,15,1,15,9,1,15,6,15,1,6,15,15,1,6,9,15,15,15,15,15,1,15,15,15,9,15,9,15
2019-03-03,14,18,14,18,1,18,14,1,5,11,18,5,11,5,5,5,11,3,18,18,18,18,18,5,18,18,18,3,18,14,18
2019-03-04,14,18,14,18,1,18,14,1,5,11,18,5,11,5,5,5,11,3,18,18,18,18,18,5,18,18,18,3,18,14,18
